"Tweet_text","ID"
"@lindasuhler this makes me very happy   .stick it to this knt",316467
"rt @mszbutterflii: i looking for",1393250
"rt @conservativeind: .@maggie_hassan is  when it comes to  but not women protecting their living children",1465571
"@tassie_codriver if so been suppressed so much by",1142860
"i will prove that  doesn't exist to anyone that can prove to me any of the following don't exist: unicorns, leprechauns or zeus",263337
"rt @0boy: the sad state of the left: if @mittromney ran as a 'reagan democrat' he could probably win the nomination.",1069385
"@maroulakiz those who walk with god always reach their destination",572634
"rt @kittington2016: the life issue sits behind the issues. val kittington",903189
"rt @genelingerfelt: nasa spends billions of our dollars looking for life when democrats and republicans can't even find life in the womb. #",903971
"@greta @edhenry @foxnews and yet, @hillaryclinton walks free and more than likely will never be held accountable.",1637427
"give a man a fish feed for a day. teach him to fish feed him a lifetime. teach him religion, he starves to death praying for a fish",260733
"how do you tell something is alive when it isn't breathing? a heart beat right? so why is it any different for an unborn baby?",574187
"sen. hillary clinton introduced 5 bills to raise the minimum wage and voted for the most recent increase in 2007.",990065
"murder confession: my coping mechanism is to focus on the baby fetus reverence for something that was alive &amp; is now not",791240
"believers:  'god's beyond our comprehension; he works in mysterious ways.' how can you claim to know what he wants?   vs",455252
"@repmattkrause is wrong. it's anti-abortion, not  . accuracy matters.",553038
"nothing exists unless observed. if other dimensions ( who observes them? it's   but we (all life) are god.",466201
"if  said you needed an  for your health, they were lying and need to be sued.  is genocide",1458663
"my 25-year best friend &amp;  died of horrific melanoma. i told him about jesus months before his death... @craftmebacon @greenweiner",657222
"isn't woman who commits infanticide just exercising her choice not to be burdened w/child+bring unwanted child into world",1209418
"@ghhshirley just thank god that your parents chose life",1199082
"@marcorubio thinks  governs our country not the  so he is an  when it comes to the law of our system.",1578647
"18 hour roadie with the boys for first game of season",904349
"@witchy_bones it would be more honest if you had just admitted you hadn't seen any of the relevant data, you know.",926570
"because, in the words sung by that other francis (sinatra): that's life. @catholicforlife    vs",268426
"the people are the source of law.  is servile and its agnostic rulings are subject to reversal by the people.   78",898060
"rt @shannafightscps: mom calls4national email invest.4child protective service&amp;aff/nfb",941591
"if you don't let the  in...watch what  does! i'm just his messenger, boo! you don't own the globe.",1131162
"every martin o'malley answer: 'i agree with everyone, but i actually did it.' ohhhh-kaaayy",1017565
"if  ppl cared about women they would spend less time shaming them and more time making sure they had access to sexual education",940076
"very active in his cross of  re:  just looked @ his record. anti:",583219
"86% of @ppact non-government revenue is from abortions. they have blood on their hands for $$$",904640
"great discussion w/ @prolifeags tonight on applying  principles to medical ethics &amp; tx advnce directve act. also my 1st time to a&amp;m.",1103025
"why hasn't  the @gop given its  on   the debt",1605931
"abortion services, among other things.",1536312
"do we really want someone who can't figure out how to text a smiley face emoji running our country?",854799
"my heart hurts for all my sisters who now fear accessing the care they need and deserve more than ever.",1462868
"i pray that when you look at yourself you see him",1084852
"@allpartycycling @cemex_uk @mercedesbenzuk well done, looks a great stride forward  @cyclebristolctc @roadcc @ctc_cyclists",1409986
"i am pro - choice because i am pro - civilization.",1490008
"@steve0423 @drmartyfox the future should not be denied from babies inn the womb",900139
"ted cruz likes to call terrorists lone gunmen.",1525548
"@bryngreenwood i'm so sorry that you had to experience all these things.",1463547
"@mattmurph24    and i've never missed an election since becoming of age including midterm",1193237
"remember after  o admin never really ruled out youtube video.  o using same playbook now w/  and",1604915
"the man declares, i am weary, o god; i am weary, o  and worn out.  ( 30:1)   is our rest.",1476424
"@d_m_elms @reubenmore i love how feminists prove themselves to be hypocrites by flinging gendered attacks.",1402521
"being militantly  i stand w/victims of  and when 'pro-life terrorism' happens,  (@ppfa) /",1440579
"@just1luca @sibelius7 @bianatheist yes, even the  gods. i can see the bigger picture.",752082
"but o'malley should definitely be a cabinet member",991294
"rt @light_in_islam: 'if kindness to animals is considered a good deed, then kindness to human beings is an even better deed.",1367393
"@flowingfaith he does? why doesn't he just reveal himself? he is a god, right? it would solve so many problems   vs",261244
"everything in life has its own wheels....jst allow it to turn ; ; ; ;  over everything",1483353
"don't get it twisted i'm  but this is my body &amp; was my decision with the aid of my ex bestie who helped me weigh the  &amp;",791777
"@y_alibhai it it wasn't for men women wouldn't survive more than a few weeks on their own",473349
"ironic that 'pro-lifers' are only pro the potential life in a collection of cells, not the actual lives of living people.",1463163
"@ann_oleary @katemaeder   hillary for the win and for our great country",1007494
"rt @chooseliferacer: if your worried about hurtful speech &amp; not killing by abortion... you have your priorities mixed  ht",910622
"@85thlegislature @txrighttolife using a gun for surgery should bother all sane ppl. it might not bother sideshow bob.  is",553360
"i dn't care when u believe life begins, u never have the right 2 brandish a gun &amp; take lives like the recent travesty in co",1532197
"if  was real would any  turn to him?",1081818
"rt @pjmccann3: i am thankful for: @americnhumanist @americanatheist @seculardotorg @americansunited @unitedcor @openlysecular @ctcor1",1387822
"if ever you doubt you are loved them look to the cross of jesus christ. you are more loved than you can ever comprehend.  wins",1385034
"rt @danaburgerrr: do not tell me what to do with my body. end of story.",1530732
"georgetown university now provides housing, daycare, &amp; financial resources for pregnant/parenting students -thx to @feminists4life",904908
"movement discourse has compared abortion 2 murder &amp; framed women's health as moral equivalent of genocide.",1441583
"@leexxxw @fingilgun  are merely  and  trying to cover their own asses. i made that clear ages ago.",1144955
"@prolife1234 touching  story of *choice*. have any  ones of *forced to give birth against one's will*?",953088
"@bonyen_lee thank you to you &amp; all your @ppkm coworkers. youre important &amp; needed.",1534489
"abortion is surgery. why do u lifers forget life at birth? should they not have insurance forever?",970256
"the crowd is growing quickly as supporters sign petitions and pick up pink bandanas. organizers say 'it's far from over, foley'",1553667
"@millionhoodies @marclamonthill yet @usher &amp; @nas have nothing to say about the daily slaughter of unborn black babies by @ppact!",569149
"rt @hillary4florida: keep up the hard work,  volunteers!!!       h",864160
"@ppact scandal is yet to be brought up to the pro-choice dems.",562258
"or what of bill being first spouse or first gentleman? no this isn't right.",1630083
".@hillaryclinton wow! shes got a grasp like none other on position!  4",995590
"thank you for being",1370849
"my daily reminder to those trolling  to try to shame ppl, you're not helping. you're doing harm.  is",1116718
"i don't understand why people would do these kinds of things",1547920
"hillary will knock it out of the park - again!",999263
"start with  but plz don't stop here.      ,let humanity be the common denominator.",441423
"@sherrilee7 yessss...i can wait for march 1st(texas primary) to cast my vote for madam president",860021
"@nbcthevoice  means choosing for yourself and earning an equal wage; even now, the fight continues.",1404409
".@marcorubio has a 100%  rating from @nrlc",953461
"seriously do we need another president that won't say 'radical islam' ?  is obama's 3rd term.",1022064
"i never understood why the question 'what is the meaning of life' is important.",747151
"@pnjeffrey another fake account with 50 followers.  even dems know  is a liar!  more obama failed policies!",1020131
"if man is really created in god's image, then that doesn't say much for god...",426971
"@hillaryclinton holds a 24% percent lead above @berniesanders.",855037
"some believe the rights of the unborn outweigh the rights of the living, and some do not. being  has no correlation with that.",260706
"rt @danoroadblade: voting 4  cuz she's a  is like biting a turd cuz it looks like a tootsie roll no     htt",1602001
"rt @_teamjesus: what god knows about me is more important than what others think about me.",1241615
"once again, if you're trolling  and trying to shame ppl for their choices, kindly fuck off.  is",1200170
"what's 'logical' about objecting over &amp; over to the same thing? like a dog chasing his tail,",465407
"do not shame them. you on the other hand are leading them to illegal  leave women alone",892465
"quick note: the only times i've ever felt like my dr genuinely cared about my health/wellbeing was @ planned parenthood",1411851
"remember legalizeliberty from the daily paul site turned into popularliberty site? it's me &amp; i",899117
"@andyrichter everyone read this thread of tweets.",1460083
"rt @srisriknowledge:  is the  of   is the mother of",1119501
"@brilyn37 they clearly do not deserve special treatment above all other health care providers who do not get funded.  @bonnygale1",1523068
"@hillaryfornh @thedemocrats @hillaryclinton u &amp;  agree to sell baby parts, how sick.",1444997
"rt @sos_chicagoland: mon nov 16   7:30pm  for   (free) science of  4s175 napervil",1094442
"@kcarslin you've also yet to address the original point;  doesn't oppose birth. you regurgitated a common  lie. @giftsdad",556133
"@kcasa7131 @stacylillis @carlyfiorina @ppact agreed. but sanity is a rare commodity in the  movement. imo",1441365
"@cnn giving @govmikehuckabee the air time to spew lies is just another example of their incompetence as a 'news' network.",1461187
"will give you all that you need &amp; more.",1486465
"rt @oliviashestopal: mike. fucking. dropped.",988436
"when i think of all the stuff i've been through i have confidence i can get through this. i trust that  will take care of me.",1380413
"rt @sister_4_life: @andrew_bogg in conscience, no woman would ever aplaud herself 4 having had an  by nature is  htt",575383
"rhetoric' &amp; those who oppose  4 profit are no more 2 blame 4  than a video was to blame for",1441328
"@motherjones strange when exxon stops paying the clinton foundation money there henchmen start a investigation.",855910
"@margaretcho you said it, margaret. i've had friends who have relied on planned parenthood services.",1528548
"i'm having a hard time understanding how murder is a logical conclusion when you don't agree with abortions.",1463557
"looking at dean esmay's feed. he's considered an anti - feminist leader. it reflects rage filled abuse.",915812
"pregnancy causes pain  is",1540874
"hey @sentedcruz,  lied &amp; we have  from  you  on  why? @gop",1527542
"rt @atheisttamil: list of bad stuff that are man-made   1. nuclear bombs 2. poaching 3. last but not least",466235
"rt @pwitkit:  should white male   have access to guns?",1464238
"dead babies mean dollars to pp, nothing more.",950694
"rt @lvnancy: mandates force   to provide abortion - against    @tgradous @usvetram @ll",794774
"@richarddawkins yes everything. it's pure  its most literal form--straight from the  anyone can open the book &amp; look it up.",1179668
"@willfulsub @prosediva coming from some1 who looks like they like being punished.",1415865
"that awkward moment when you dont have a uterus but you think you can tell those who do what they can and cant do with it",974435
"rt @progressivepush: 'no one can terrorize a whole nation, unless we are all his accomplices.' - edward r. murrow",1463211
"rt @professorrobo: justice is 'blind' maybe its time we remove its blind-fold    @mabry_anth",1496423
".@hillaryclinton is so unfit to lead this country she calls  'gun violence' instead of an act of terrorism.  take two.",1606080
"addressing recent hate mail: i have not suggested that  is a violent religion in my  psychology, not theology, is the theme!",1183567
"bernie does not look well. did he go full tilt?",987527
"a woman has the right choose to have an  or not. it is her choice. not yours or mine.",260074
"we are all   its just that some think they can make the choice for others",599950
"@kathrynnicassio if you don't believe in certain things, you must be  that comes from their mouths we just roll w/it",1311363
"the only times god talks about fetuses in the  is when he wants to butcher them",1524455
"why do you think the universe needs a creator, @odilievans1?   vs",262245
"rt @humanpog: welcome to  club the first rule of  club is *removes fedora* ha! it was a trick you're in  where you b",465422
"active shooter at planned parenthood... that's not very pro-life.",1539013
"but what an all-star cast the dems are bringing to the  primary. well done.  rocks!",1494253
"@tanea @blackgirlnerds now you know why i finally gave up on that show. too many unnecessary deaths, &amp; a slow grind.",1527038
"rt @lydia_bjornson: i love life",574101
"@sweetsabina you should educate yourself before you tweet",1534694
"about to teach  twitter webinar 2 increase social media impact &amp; help you move your message. let me know if you want info on next 1.",894881
"awesome. let's use the   tonight to show our support for hillary!",1016194
"@hillaryclinton that's rich coming from someone with blood on their hands!",1627511
"@pooroldkilgore religion is the root of all evil worldwide. it should be banned as its a weapon of mass destruction",270725
"@thetorontosun r u sure?he is called   association @tarekfatah got with islam,tht he loathe 4 being",270451
"at the avenue we believe that prayer works! retweet if you've experienced the power of god through prayer!",1211729
"in  we are righteous, and in practice, we are being conformed to his image.~ chip ingram",1214191
"people like to say that  extremists are at war with us but we're not at war with them. what was that last 12 years and $4tr about?",1100743
"rt @dreambigskp: if babies had a choice it wouldn't be death!",953635
"if a  can't win an arguement s/he will silence it.",1401927
"rt @lunaeventide79: will post   (which is  )  (s) tonight-atm im gna bury myself in work- be back later...",789058
"@mishaweller never. but i am  i think we do a terrible job in this country of preventing unwanted pregnancies; thats my focus.",1465891
"@cognitivesense @thehill so you want someone w/no integrity &amp; whom wouldn't know the truth if it smacked her in face.",1633905
"wow it's almost like if you lie about planned parenthood people get hurt.",1525988
"stop saying pro-life. nothing about what they do promotes life. they are terrorists.  they are anti-choice.",1526127
"rt @can2009: what an awesome  we serve!",1373943
"../but if they do not obey they will perish by the sword &amp; die without knowledge. job36:12",751482
"oh! got street harassed today. 'what up, tallness?' been awhile. forgot how annoying it can be.",915231
"no matter what you think of  as a man, he can play football.' so let's not care what kind of man he is.",915930
"@imdouannemesmo ikr??  it's like beautiful women really exist and games represent them.  mind blown.",1401911
"rt @womencansee: trial of daniel  starts this month on october 26 2015",915275
"if you can read this, another 'end times' prophecy has failed! :)",267851
"church today was interesting and always is cant wait till next time",1251584
"@totalcatholic @ubuntu_ufu given recent events, the explosion in that graphic is really inappropriate.   is",1540454
"pro-abortion group gives away free food/lodging; wfa appling: seemingly caring act encourages abortion",954717
"at least 12 women a day travel from ireland in order to terminate a pregnancy.",1106837
"does know all the preferences that i want in my future wife they are.",1082885
"proud to  in the fight for affordable health care. don't mess with texas women's health!",1412258
"       fuck obama, islam, syria and baby killers @ppact",1587238
"@students4lifehq @breitbartnews abortion provider suffering...my. how ironic.",587548
"because it's clear who has the most foreign policy experience on this stage",996098
"islam? more is is-lame hahah follow me for more biting atheist comedy",1572940
"@thinkthroughit @sirethanshreve a man who knows nothing about how women suffer from  lies and",1465821
"*writes draft, deletes draft, writes draft, deletes draft. writes donation check to @ppact instead.*",1536054
"@ppact i stand with planned parenthood. yes, i know i am yelling. and i repeat, i stand with planned parenthood!",1535930
"and remember, as it was written, to  another person is to see the face of",1043588
"@hillaryclinton this is obama's america!  and you worked for him &amp; share his core beliefs.",1610577
"we don't need planned parenthood. bolster our already existing fqhc's who already provide far more than repro services!",1413866
"rt @woobietuesday: .@govmikehuckabee newsflash: all major medical facilities donate fetal tissue for genetic &amp;/or stem cell research",1527836
"@ald9119 @berniesanders  is not bs. it's just the  ran the  investigation into the ground. focus 2 much on email.",1606135
"@ulixes83 ...just as i thought; u r a dumbass  who hides behind a face of a 'an intelligent being' to pretend to be cool...",647114
"when you are walking in your  given purpose don't stop no matter what people may say listen to what god says",1126134
"@calmur2 @gypsy1020 @sarahpalinusa we got our next narrow minded christian loser shooter",1529959
"i'm not anti theist, i am anti theism.  i can hate  &amp; still have love for muslims.",1340849
"our prayers are w/the people of france tonight but that is not enough.'- hillary during her opening debate statement",991403
"rt @reasonandlogic: what does trust have to do with anything, @montlakeman?   vs",263789
"@firefa11 i understand why you wouldn't want to debate how having sex renders consent no longer relevant&gt;",598930
"learning about plagiarism in the  taken from the",428190
"@mbirawat46 welcome!  you have a nice poetic  l too. we may exchange ideas.  people &amp;  fr peace and  in your",1324068
"been on vacation. just saw the news. i will always stand with @ppact",1461541
"rt @kushgoddesss: a man cat called me once while k &amp; i were driving in the car and i screamed at him 'go fuck yourself prick'",1404106
"my hack continues to go on. please report my old @realtinconnor account as hacked, block and then follow me here.  is",796889
"@chriscoon4 @drottm @a2221b41e7f4405 i will have nightmares from this pic!",840387
"@ispeakthetruth hero who died protecting lives of those who value life so little.",1446136
"in today's society people have more compassion for animals than for human life.",574138
"reading @ppact's  messages legitimately give me chills. i was raised to  and i always will.",1541433
"caller has it right: wasn't @potus sworn in on a bible? don't courtrooms swear in witnesses with the bible?",1573777
"in light of colorado, i reiterate that  because women should be the only ones who decide what happens with their bodies.",1535778
" , but then someone said i support killing babies &amp; told me they'd pray for me.",1202168
"@reploisfrankel don't you mean the  of the moms-2-be unborn baby.  abortion is not healthcare.",583340
"so u still want my attention? does it make u feel better about ur religion if i see ur  fellowship? @letha_hughes @dkwiatkowski23",262242
"@ft if bloomberg was  i'd be pushing the idea of him running for pres. he was good for nyc. he has great biz acumen. gloria poole,",577765
"rt @anil_pandey12: it is only with heart that one can see rightly; what is essential is invisible to the eye.- antoine de saint-exupery",1093159
"@jamescooperquad the emasculated white knight of the realm trying to impress women in hope of sex  - hilarity",1571546
"i can finally say i'm happy",1129446
"islamic attackers published a 84-name hit list in 2014, sending dozens of secular bloggers &amp; writers into hiding",1573516
"legally, no fetuses don't have rights",1465809
"@hillaryclinton is in the prime of an extremely successful career. she's going to have successful donors. no big deal!",984095
"topics of discussion among folks here at work today are  and  it is not a good day to be a critical thinker.",586231
"@realstevetrev in responce to one caller, if  says he's  logically it cohld mean he's anti gun.",904155
"ready to retroactively stop the third reich? jeb can infanticide it.",896062
"@hillaryclinton looks and sounds like a president the other two sound like their  crazed fans online.",992071
"@thereval why you lie? hillary has an aggressive gunsense plan!!!! @chrislhayes",1608850
"thank  of  that i'm not a",260365
"@onepagewriter @ggreenwald @benjaminwittes trump can afford them, once he gets into office,other reps and  are bad",1603288
"we serve because we love the lost. we love the lost because he first loved us.",1226988
"people are really defending and applauding the shooting of planned parenthood on twitter? that's horrible and not okay.",1529844
"listen ladies i know your struggle i've tasted cum and it's nasty i feel you",915332
"rt @dlb703:  gowdy's a damn good lawyer. clinton's an even better weasel.",617832
"i'm all about how we actually get results' - @hillaryclinton",986873
"@fullofbalogna whether its a  clinic bomber or an  killer, we should repudiate extremism",974744
"according to the   is neither an  nor an  what was buddha? is buddhism a religion or a doctrine ?",464577
"rt @4dialogsk: why outsource your intellectual capacity when it comes to learning about   learn it 1st hand.",1178859
"thank you  for waking me up this morning",1335614
"as we're seeing tonight, @hillaryclinton has the best vision and ideas to move us forward and keep us safe.  like  ???",1007998
"so excited to be watching the  from my alma mater @drakeuniversity !!!",998797
"in you is stronger than the  of",1326216
"you are trying to punish women for being sexually active...",1540881
"i'm going to name my first imaginary baby  it's what  wants.",1487992
"  i acted like i believed in  after realizing he was a lie to make my family happy and get things, i did the same with god",1322000
" always, prayers for those who lost their lives as well as babies killed by  , no apology for the madness of one",1438601
"oooh u know what's in a 'family friendly' government? family planning.",941143
"i am looking forward to watching the democratic debate tonight! if you have twc, will be on ch 3 in el paso - cbs/kdbc.",999589
"if you really want 2 know why  is so passive regarding  get him 2 unseal his college transcripts they are sealed for a reason!",1099535
"rt @corasherlock: today @nwci uses tax funds to promote abortion from  no  representation. tax funding for @nwci must",895632
"right is right even if no one is doing it; wrong is wrong even if everyone is doing it.",1525750
"rt @lee_in_iowa: y'all, bernie voted to bomb the crap out of ukraine, kosovo, gaza, afghanistan....",1000107
"@seanmcelwee imo the maker of the fake  video  also b arrested 4 accessory of the crime!",1459499
"in  does not so much  the   but participates in its",1375400
"o'malley is a cornball... and bernie just linked terrorism to global warming?...",997686
"got some good work in today  thank god for good health",1242026
"@hillaryclinton- the only candidate with foreign policy experience.",997777
" fake, lying, right wing (redundant), propaganda video has inspired some idiot to commit murder. mission accomplished,",1538618
"@lernxjerky like late great  fighting for peace is like fucking for virginity?!",1535840
"always have and always will.  pp helped me out when i needed it.",1533019
"@conservativeliz @ppact @cdcstd providing effective education, or giving options for those who chose to have sex.",1416120
"a brain is a terrible thing to wash -md",430207
"i'm against  because i love women.",1492822
"hillary clinton says the region, and not the us is mainly to blame for the rise of isis.",996898
"wow &amp; all these christians are  ??? @sandradunsmoor",793194
"@machelmontano may  guide,  and  our  in their game this evening!!! may  trinidad and tobago!!!",1088135
"@oraroundten @cassandrarules because leftists don't shoot up planned parenthood clinics.",1538626
"rt @jamesrgoodman: 'no law can give me the right to do what is wrong.' president abraham lincoln     htt",569266
"i can no longer tell who is the bigger, more hateful asshole - @cjwerleman or @samharrisorg",1396080
"animal is killed by hunter - people up in arms. millions of babies being killed - ' it's not human yet' but it has a heart beat...",572504
"attn women:  @pprockymountain is closed.  but there are plenty of non-@ppact clinics you can go for healthcare.",1445808
"hi @kateupton i'm thankful you came to planet earth.",1087852
"you're not pro life if you shame or guilt women who had an abortion",1209079
"why are you afraid to answer my questions, @enockadusei2?   vs",466146
"@truthbeforedis i don't know of anyone making that claim. why does the anti abortion movement need to argue w itself?  is",555361
"our nation's calloused attitude toward life by our officials &amp; scotus is dragging our whole society down",573487
"she's bitter because i didn't want to sleep with her'=i'm guilty of whatever i'm being accused of.",913798
"@scherry_sc because he's a sexist effeminate hypocrite who hires based on gender rather than qualification.  'just hire women'.",915147
"@omerrehman: smile at your mother when you see her in the morning and you will have a very good day ahead.",1340337
"@idpetition @deepgreendesign @pnpcbc @ctvqp women are not going back and we see right through your dirty tricks. fo fuck off.",891838
"rt @hillary4florida: breaking: hillary clinton leads bernie sanders in  3:1!!!!!      ht",852556
"on  @bgft1007 &amp; i   &amp;  please give today if you can.",1545080
"@snarkyfieds @tmgijane @neonfeldman wtf!!!!are you saying granny for nasty bitch!!! ah this explains everything",1314843
"rt @martyleft: they should not be receiving any taxpayer $ anymore      @cnnpolitics",1117089
"we forget the inalienable worth of a human being transcends his or her level of development. ls136",1257836
"@rickcanton love your new name :)",974682
"@wfarfus :   deserve a better candidate for first  president- we all do!     @appsame",1441324
"4 da avid  since life does go beyond da womb, hw mny foster kids u tke in? hw mny d/wk do u mentor? hw oftn u go 2 shelters 2 hlp?",1439595
"you could start by keeping your 'fairy tales' to yourself.  not your name. it doesn't need u&gt;@alanjohn17",751264
"rt @sfloridastorm: love the leadership of gov. pence. funding an organization that takes over women's health from pp.  governor.htt",579093
"rt @tvc_capitolhill: if  isn't doing anything wrong, why are they fighting so hard to keep so many secrets?   ht",1108677
"the same ppl who call women who have abortions 'murderers', nazis, &amp; worse often whine about others' swearing?   is",556421
" is not a religion!'  'but we would like  when we're getting attacked in   we tried to tell you guys.",1225039
"i love it when some goofball xtians hate on and on. yet their jc saved a prostitue...get of the cross folks! we need the wood!",1524988
"rt @l0v3alphaomega: hast thou not known hast thou not heard that theeverlasting  thelord the  of thesof theearth  ht",1477282
"@tigw9598        happy day from italy patriots of america!!;-)",847512
"thankful that today, just maybe, no unborn lives were aborted today.",1407090
"@kruszer @alivegpn sigh. a spaceship is not a living thing. astronauts can enter &amp; leave it at will.  =",788893
" corners the market in wingnuts:  zombies,  zealots,  deniers &amp; these guys",1104838
"@lilagracerose proud to follow you. your work is vital to the unborn.     @megynkelly",794686
"mellie grant's @ppact filibuster on  was incredible. take note  stop silencing women like rep. @kathleenclyde.",1206456
"rt @cecilerichards: today, texans came together to say they  we will not be bullied or intimidated.",886788
"another mass shooting in u.s., i just... i feel i have no words left... you need better gun control.",1535870
"@_tempo11 @donna_mccoy   shoes are a woman's complete prerogative.",890189
"@johnisnotamused if you run into mras arguing for that, tag me in. i'm  mra &amp; will rip their asses a new one for you.",892077
"@amythenewagenda: more trouble for bernie in latest nh poll: hillary 46 bernie 25'",1005611
"rt @thevoiceofpaulr: if you tell a child about what an abortion does, i bet you get the same answer. overwhelmingly.    ht",894601
"the reason the working poor don't qualify for medicaid is because they work! yes! @johnbelforla",565451
"@foxnews @hillaryclinton what would she now any way about guns. her guards will be the only ones to have them in prison.",1020350
"@rantingowl @cecilerichards u are a clown. how about the basic human rights of the unborn?",1355583
"republicans are way better than democrats on the life issue.  however, how can we call them pro-life if they continue to fund pp!",903948
"and do not be grieved, for the joy of the lord is your strength.' nehemiah 8:10",1174147
"rt @sandablue: self-righteous religious lies &amp; propaganda by other religious extremists work to incite violence; why not for  extre",1440712
"thank you to my mum &amp; dad for bringing me up without a religion!",1101298
"i'm still disappointed  that my teacher said for this argument essay we can't write about why we are for or against abortions",1202772
"yes, all i do is rt   stuff these days. deal with it.",1541091
"if you are not a      or  how do you increase your  following? replies welcomed",1332405
"comes with the   of man meets the   of  ~  page2",1127240
"i shouldn't make fun of your personal beliefs?  your beliefs say gays are evil. so yes, i can and should make fun of them",1064241
"@ppact @hillaryclinton  yeah just one more reason to not vote for her",975816
"last call. go  polls will close at 6 p.m. in   every vote counts!",906790
"@hillaryclinton i assume you're using the term 'family' in much the same way charles manson did.",937809
"@plclinicquotes @prolifeadair david reardon's phd is from an unaccredited correspondence school. he's a  shill with a bogus phd.",898769
"@shondarhimes wish u thought about your  fans. silent night during a baby murder was awful. u lost a fan  @kerrywashington",1199746
"hey  parent! why is your child in a  school again???",554400
"don't go to the  tag lol    bravo @shondarhimes",1206659
"in voting for  i'm voting with my vagina and my brain. they're working in tandem--for once.",992555
"rt @unclesam93: so proud of @hillaryclinton for standing up for dreamers and a pathway to citizenship!",990786
"@1steveburton  3:15 and let the peace of christ rule in your hearts, to which indeed you were called in one body; and be thankful.",1375477
".@kerpen @sirvitup america has had enough of presidential candidates using lying as a means to win!  its why we say",1607827
"watching last evening episode. while i'm  &amp; believe  is murder. even portrayal. @cbs",1410796
"rt @adamsflafan: wisconsin democratic presidential primarymarquette clinton  50  sanders 41 o'malley 2clinton +9",1629425
"rt @galavamp: moderate muslims: you're losing your religion. it's time you did something before you lose it forever.",1041518
"what  dose for friends, they even set-up  for the  and   it's the holy truth so help me",1325118
"@shakthij more women are  than men who engage in",1114264
"discl.:there is no  &amp;  isn't a prophet if anyone slays a person, it would be as if he slew the whole people [...]'  5:32",1047963
"not every single person wants to be pregnant",1106726
"@sibelius7 @milestonemonger yes, the guy is simply too strong for any  chancers...",752061
"i'm   nothing will ever change that.....",1405590
".@witfnews but the murder &amp; sale of baby parts will keep happening...",1444663
"i'm sick of violence against women and against choice. this is terrorism. there aren't enough expletives in the world.",1530471
"forget the phony scandals.  focus on the issue.",983902
"tumblr is currently doing an ask an obgyn for anyone who has personal questions they're afraid or embarrassed to ask in person!",1255845
"rt @awfuldaughter17: @cececastilloo you're why i'm pro-choice",886512
"@schnawz_berries it's all dick with you females. we have feelings too",1571596
"rt @ldnblkatheists:  outburst on 'slave mentality' and 'white demons' shows why it's hard to be a black  @mandy0904 ht",660192
"i support  ideals because they help to reduce violence aimed at all people.",505554
"can't we just sue the politicians for their failed decisions and lies when they get in office.",1001595
"in the closet  need to come out and see its ok.",1053705
"   first do no harm. abortion is not, nor will it ever be healthcare ppact .",782458
"it's funny to me that the ones w/ the biggest opinions on women's rights are old white men",1405977
"@jeaf79lynn has turned into ideological totalism  or rather the people who have are rewarded with press coverage generally",915236
"@pauloboii @sophieschmidtk3 but no that word didn't favour women enough so they had to change it",947810
"rape is the only acceptable excuse for abortion'",554913
"is always there. call on him",1485838
".@ppact your businesses, killing babies and selling them, has nothing to do with  of women",1414360
"@madhukishwar @tarekfatah well they can always give up the stupidity of their religion and be rational!",270277
"@biz_emom guess liam should have gone with non-shockingly-offensive things like calling women muderers/baby killers?  is",580129
"how about all sides @ppfa,  et. al. wait for the facts in the  before the usual bs rhetoric?",1443272
"@shakthij of course when  get jobs because of how they look they don't say a word and spend all day alone w/predators in office.",1114266
"rt @irekczech: have mercy on me,  in your  in your  blot out my offence.  please retweet.",1578473
"logic'... nothing says ' like murdering people.",1534799
" high-fives rep. hastings after  hearing, while the families of those murdered watched. leader? you decide...",708214
"@hillaryclinton time to put the girks in charge! go hillary!",1584732
"when life sends you a feminist, get a forklift.",918588
"i'm anti-religious.  that means i don't care if it's    they're all completely ridiculous.",1466457
"hey  have you met &gt;&gt;",1318287
"@julietteisabell i'd support just about anyone then shillary.",1363156
"so much @ppact love on @scandalabc! i dig it!",1208419
"@derrenbrown i was on stage with you tonight about my bad leg. brother just told me his backs been agony for 3 weeks!",1210336
"god death has no power over us through jesus christ ijn amen",1202754
"hillary is already tearing it up!! awesome!",852166
"what if your mother had had an abortion?' hmm... what if you'd been run over by a bus on the way to ask that question?",552178
"when you're so  &amp; believe  you feel compelled 2 go kill some caregivers, preferably  ones.",1439112
"i've just found out with me being a twitter  i need to get a loon magnet. could some nice  help me out?",269333
"if you are 15 year old boy who likes to lecture women on twitter about their experiences.",929105
"@lionthrax twisting reality does not change the fact that one can be  and have children @katygerhold @fawfulfan",893787
"@gabeliedman as a republican (not conservative) that  , i agree 100 percent.",1460905
"@blue_bec you're by far the most physically unappealing.",1114262
"thanks for rt's n faves &amp; for kind messages n shout outs. great meeting new followers. please  &amp;",1414130
"rt @missamberdines: you are absolutely amazing",1170240
"rt @laura_mohn:  commit acts of violence but  experience gender-based violence. some don't even know what they experi",1144323
"the  protects the minority from the majority.  is recovered through a",1354918
"@isvictorious012 according to your  these are called apostates, apostasy is punishable by death. why don't you kill them too?",1367043
"@prolifeyouth only 26 people are grateful lol  just because we were born doesn't mean we need to defend pro life  lol",941374
"domestic terrorism, thy name is pro-life",1535068
